"COUNTRY"	"COUNTRYCODE"	"ITEM"	"ELEMENT"	"YEAR"	"VALUE"
"Mali"	133	"Roundwood"	"Production"	2000	5143485
"Mali"	133	"Wood Fuel"	"Import Quantity"	2000	0
"Mali"	133	"Wood Fuel"	"Import Value"	2000	0
"Mali"	133	"Wood Fuel"	"Production"	2000	4730585
"Malta"	134	"Industrial Roundwood"	"Export Quantity"	2000	0
"Malta"	134	"Industrial Roundwood"	"Export Value"	2000	0
"Malta"	134	"Industrial Roundwood"	"Import Quantity"	2000	4270
"Malta"	134	"Industrial Roundwood"	"Import Value"	2000	220
"Malta"	134	"Industrial Roundwood"	"Production"	2000	0
"Malta"	134	"Roundwood"	"Export Quantity"	2000	0
"Malta"	134	"Roundwood"	"Export Value"	2000	0
"Malta"	134	"Roundwood"	"Import Quantity"	2000	4340
"Malta"	134	"Roundwood"	"Import Value"	2000	221
"Malta"	134	"Roundwood"	"Production"	2000	0
"Malta"	134	"Wood Fuel"	"Export Quantity"	2000	0
"Malta"	134	"Wood Fuel"	"Import Quantity"	2000	70
"Malta"	134	"Wood Fuel"	"Import Value"	2000	1
"Malta"	134	"Wood Fuel"	"Production"	2000	0
"Martinique"	135	"Industrial Roundwood"	"Export Quantity"	2000	0
"Martinique"	135	"Industrial Roundwood"	"Export Value"	2000	0
"Martinique"	135	"Industrial Roundwood"	"Import Quantity"	2000	3100
"Martinique"	135	"Industrial Roundwood"	"Import Value"	2000	1140
"Martinique"	135	"Industrial Roundwood"	"Production"	2000	2000
"Martinique"	135	"Roundwood"	"Export Quantity"	2000	0
"Martinique"	135	"Roundwood"	"Export Value"	2000	0
"Martinique"	135	"Roundwood"	"Import Quantity"	2000	3100
"Martinique"	135	"Roundwood"	"Import Value"	2000	1140
"Martinique"	135	"Roundwood"	"Production"	2000	12000
"Martinique"	135	"Wood Fuel"	"Import Quantity"	2000	0
"Martinique"	135	"Wood Fuel"	"Import Value"	2000	0
"Martinique"	135	"Wood Fuel"	"Production"	2000	10000
"Mauritania"	136	"Industrial Roundwood"	"Export Quantity"	2000	411
"Mauritania"	136	"Industrial Roundwood"	"Export Value"	2000	100
"Mauritania"	136	"Industrial Roundwood"	"Import Quantity"	2000	37
"Mauritania"	136	"Industrial Roundwood"	"Import Value"	2000	5
"Mauritania"	136	"Industrial Roundwood"	"Production"	2000	6000
"Mauritania"	136	"Roundwood"	"Export Quantity"	2000	411
"Mauritania"	136	"Roundwood"	"Export Value"	2000	100
"Mauritania"	136	"Roundwood"	"Import Quantity"	2000	37
"Mauritania"	136	"Roundwood"	"Import Value"	2000	5
"Mauritania"	136	"Roundwood"	"Production"	2000	1434069
"Mauritania"	136	"Wood Fuel"	"Production"	2000	1428069
"Mauritius"	137	"Industrial Roundwood"	"Export Quantity"	2000	0
"Mauritius"	137	"Industrial Roundwood"	"Export Value"	2000	0
"Mauritius"	137	"Industrial Roundwood"	"Import Quantity"	2000	14400
"Mauritius"	137	"Industrial Roundwood"	"Import Value"	2000	1454
"Mauritius"	137	"Industrial Roundwood"	"Production"	2000	8000
"Mauritius"	137	"Roundwood"	"Export Quantity"	2000	0
"Mauritius"	137	"Roundwood"	"Export Value"	2000	0
"Mauritius"	137	"Roundwood"	"Import Quantity"	2000	14441
"Mauritius"	137	"Roundwood"	"Import Value"	2000	1462
"Mauritius"	137	"Roundwood"	"Production"	2000	18000
"Mauritius"	137	"Wood Fuel"	"Export Quantity"	2000	0
"Mauritius"	137	"Wood Fuel"	"Export Value"	2000	0
"Mauritius"	137	"Wood Fuel"	"Import Quantity"	2000	41
"Mauritius"	137	"Wood Fuel"	"Import Value"	2000	8
"Mauritius"	137	"Wood Fuel"	"Production"	2000	10000
"Mayotte"	270	"Industrial Roundwood"	"Production"	2000	394
"Mayotte"	270	"Roundwood"	"Production"	2000	29294
"Mayotte"	270	"Wood Fuel"	"Production"	2000	28900
"Mexico"	138	"Industrial Roundwood"	"Export Quantity"	2000	9600
"Mexico"	138	"Industrial Roundwood"	"Export Value"	2000	630
"Mexico"	138	"Industrial Roundwood"	"Import Quantity"	2000	32100
"Mexico"	138	"Industrial Roundwood"	"Import Value"	2000	7926
"Mexico"	138	"Industrial Roundwood"	"Production"	2000	8105000
"Mexico"	138	"Roundwood"	"Export Quantity"	2000	17500
"Mexico"	138	"Roundwood"	"Export Value"	2000	969
"Mexico"	138	"Roundwood"	"Import Quantity"	2000	36100
"Mexico"	138	"Roundwood"	"Import Value"	2000	8039
"Mexico"	138	"Roundwood"	"Production"	2000	45665508
"Mexico"	138	"Wood Fuel"	"Export Quantity"	2000	7900
"Mexico"	138	"Wood Fuel"	"Export Value"	2000	339
"Mexico"	138	"Wood Fuel"	"Import Quantity"	2000	4000
"Mexico"	138	"Wood Fuel"	"Import Value"	2000	113
"Mexico"	138	"Wood Fuel"	"Production"	2000	37560508
"Micronesia (Federated States of)"	145	"Industrial Roundwood"	"Import Quantity"	2000	493
"Micronesia (Federated States of)"	145	"Industrial Roundwood"	"Import Value"	2000	32
"Micronesia (Federated States of)"	145	"Roundwood"	"Import Quantity"	2000	708
"Micronesia (Federated States of)"	145	"Roundwood"	"Import Value"	2000	41
"Micronesia (Federated States of)"	145	"Roundwood"	"Production"	2000	2102
"Micronesia (Federated States of)"	145	"Wood Fuel"	"Import Quantity"	2000	215
"Micronesia (Federated States of)"	145	"Wood Fuel"	"Import Value"	2000	9
"Micronesia (Federated States of)"	145	"Wood Fuel"	"Production"	2000	2102
"Mongolia"	141	"Industrial Roundwood"	"Export Quantity"	2000	702
"Mongolia"	141	"Industrial Roundwood"	"Export Value"	2000	39
"Mongolia"	141	"Industrial Roundwood"	"Import Quantity"	2000	6514
"Mongolia"	141	"Industrial Roundwood"	"Import Value"	2000	308
"Mongolia"	141	"Industrial Roundwood"	"Production"	2000	91000
"Mongolia"	141	"Roundwood"	"Export Quantity"	2000	702
"Mongolia"	141	"Roundwood"	"Export Value"	2000	39
"Mongolia"	141	"Roundwood"	"Import Quantity"	2000	6514
"Mongolia"	141	"Roundwood"	"Import Value"	2000	308
"Mongolia"	141	"Roundwood"	"Production"	2000	644000
"Mongolia"	141	"Wood Fuel"	"Export Quantity"	2000	0
"Mongolia"	141	"Wood Fuel"	"Export Value"	2000	0
"Mongolia"	141	"Wood Fuel"	"Import Quantity"	2000	0
"Mongolia"	141	"Wood Fuel"	"Import Value"	2000	0
"Mongolia"	141	"Wood Fuel"	"Production"	2000	553000
"Morocco"	143	"Industrial Roundwood"	"Export Quantity"	2000	0
"Morocco"	143	"Industrial Roundwood"	"Export Value"	2000	0
"Morocco"	143	"Industrial Roundwood"	"Import Quantity"	2000	401000
"Morocco"	143	"Industrial Roundwood"	"Import Value"	2000	44915
"Morocco"	143	"Industrial Roundwood"	"Production"	2000	569000
"Morocco"	143	"Roundwood"	"Export Quantity"	2000	0
"Morocco"	143	"Roundwood"	"Export Value"	2000	0
"Morocco"	143	"Roundwood"	"Import Quantity"	2000	401000
"Morocco"	143	"Roundwood"	"Import Value"	2000	44915
"Morocco"	143	"Roundwood"	"Production"	2000	7537571
"Morocco"	143	"Wood Fuel"	"Export Quantity"	2000	0
"Morocco"	143	"Wood Fuel"	"Export Value"	2000	0
"Morocco"	143	"Wood Fuel"	"Import Quantity"	2000	0
"Morocco"	143	"Wood Fuel"	"Import Value"	2000	0
"Morocco"	143	"Wood Fuel"	"Production"	2000	6968571
"Mozambique"	144	"Industrial Roundwood"	"Export Quantity"	2000	74260
"Mozambique"	144	"Industrial Roundwood"	"Export Value"	2000	24816
"Mozambique"	144	"Industrial Roundwood"	"Import Quantity"	2000	79
"Mozambique"	144	"Industrial Roundwood"	"Import Value"	2000	7
"Mozambique"	144	"Industrial Roundwood"	"Production"	2000	1319000
"Mozambique"	144	"Roundwood"	"Export Quantity"	2000	74279
"Mozambique"	144	"Roundwood"	"Export Value"	2000	24818
"Mozambique"	144	"Roundwood"	"Import Quantity"	2000	85
"Mozambique"	144	"Roundwood"	"Import Value"	2000	8
"Mozambique"	144	"Roundwood"	"Production"	2000	18043000
"Mozambique"	144	"Wood Fuel"	"Export Quantity"	2000	19
"Mozambique"	144	"Wood Fuel"	"Export Value"	2000	2
"Mozambique"	144	"Wood Fuel"	"Import Quantity"	2000	6
"Mozambique"	144	"Wood Fuel"	"Import Value"	2000	1
"Mozambique"	144	"Wood Fuel"	"Production"	2000	16724000
"Myanmar"	28	"Industrial Roundwood"	"Export Quantity"	2000	1115500
"Myanmar"	28	"Industrial Roundwood"	"Export Value"	2000	206720
"Myanmar"	28	"Industrial Roundwood"	"Import Quantity"	2000	0
"Myanmar"	28	"Industrial Roundwood"	"Import Value"	2000	0
"Myanmar"	28	"Industrial Roundwood"	"Production"	2000	3612000
"Myanmar"	28	"Roundwood"	"Export Quantity"	2000	1115500
"Myanmar"	28	"Roundwood"	"Export Value"	2000	206720
"Myanmar"	28	"Roundwood"	"Import Quantity"	2000	0
"Myanmar"	28	"Roundwood"	"Import Value"	2000	0
"Myanmar"	28	"Roundwood"	"Production"	2000	38083000
"Myanmar"	28	"Wood Fuel"	"Export Quantity"	2000	0
"Myanmar"	28	"Wood Fuel"	"Export Value"	2000	0
"Myanmar"	28	"Wood Fuel"	"Production"	2000	34471000
"Namibia"	147	"Industrial Roundwood"	"Export Quantity"	2000	104
"Namibia"	147	"Industrial Roundwood"	"Export Value"	2000	5
"Namibia"	147	"Industrial Roundwood"	"Import Quantity"	2000	1194
"Namibia"	147	"Industrial Roundwood"	"Import Value"	2000	347
"Namibia"	147	"Roundwood"	"Export Quantity"	2000	780
"Namibia"	147	"Roundwood"	"Export Value"	2000	28
"Namibia"	147	"Roundwood"	"Import Quantity"	2000	1660
"Namibia"	147	"Roundwood"	"Import Value"	2000	452
"Namibia"	147	"Roundwood"	"Production"	2000	774169
"Namibia"	147	"Wood Fuel"	"Export Quantity"	2000	676
"Namibia"	147	"Wood Fuel"	"Export Value"	2000	23
"Namibia"	147	"Wood Fuel"	"Import Quantity"	2000	466
"Namibia"	147	"Wood Fuel"	"Import Value"	2000	105
"Namibia"	147	"Wood Fuel"	"Production"	2000	774169
"Nauru"	148	"Industrial Roundwood"	"Import Quantity"	2000	3
"Nauru"	148	"Industrial Roundwood"	"Import Value"	2000	1
"Nauru"	148	"Roundwood"	"Import Quantity"	2000	3
"Nauru"	148	"Roundwood"	"Import Value"	2000	1
"Nepal"	149	"Industrial Roundwood"	"Export Quantity"	2000	4
"Nepal"	149	"Industrial Roundwood"	"Export Value"	2000	1
"Nepal"	149	"Industrial Roundwood"	"Import Quantity"	2000	0
"Nepal"	149	"Industrial Roundwood"	"Import Value"	2000	0
"Nepal"	149	"Industrial Roundwood"	"Production"	2000	1260000
"Nepal"	149	"Roundwood"	"Export Quantity"	2000	4
"Nepal"	149	"Roundwood"	"Export Value"	2000	1
"Nepal"	149	"Roundwood"	"Import Quantity"	2000	0
"Nepal"	149	"Roundwood"	"Import Value"	2000	0
"Nepal"	149	"Roundwood"	"Production"	2000	14022684
"Nepal"	149	"Wood Fuel"	"Production"	2000	12762684
"Netherlands"	150	"Industrial Roundwood"	"Export Quantity"	2000	220000
"Netherlands"	150	"Industrial Roundwood"	"Export Value"	2000	8899
"Netherlands"	150	"Industrial Roundwood"	"Import Quantity"	2000	383000
"Netherlands"	150	"Industrial Roundwood"	"Import Value"	2000	33957
"Netherlands"	150	"Industrial Roundwood"	"Production"	2000	879000
"Netherlands"	150	"Roundwood"	"Export Quantity"	2000	242000
"Netherlands"	150	"Roundwood"	"Export Value"	2000	9425
"Netherlands"	150	"Roundwood"	"Import Quantity"	2000	388000
"Netherlands"	150	"Roundwood"	"Import Value"	2000	34223
"Netherlands"	150	"Roundwood"	"Production"	2000	1039000
"Netherlands"	150	"Wood Fuel"	"Export Quantity"	2000	22000
"Netherlands"	150	"Wood Fuel"	"Export Value"	2000	526
"Netherlands"	150	"Wood Fuel"	"Import Quantity"	2000	5000
"Netherlands"	150	"Wood Fuel"	"Import Value"	2000	266
"Netherlands"	150	"Wood Fuel"	"Production"	2000	160000
"Netherlands Antilles"	151	"Industrial Roundwood"	"Export Quantity"	2000	24
"Netherlands Antilles"	151	"Industrial Roundwood"	"Export Value"	2000	9
"Netherlands Antilles"	151	"Industrial Roundwood"	"Import Quantity"	2000	114
"Netherlands Antilles"	151	"Industrial Roundwood"	"Import Value"	2000	41
"Netherlands Antilles"	151	"Roundwood"	"Export Quantity"	2000	24
"Netherlands Antilles"	151	"Roundwood"	"Export Value"	2000	9
"Netherlands Antilles"	151	"Roundwood"	"Import Quantity"	2000	288
"Netherlands Antilles"	151	"Roundwood"	"Import Value"	2000	52
"Netherlands Antilles"	151	"Roundwood"	"Production"	2000	3078
"Netherlands Antilles"	151	"Wood Fuel"	"Import Quantity"	2000	174
"Netherlands Antilles"	151	"Wood Fuel"	"Import Value"	2000	11
"Netherlands Antilles"	151	"Wood Fuel"	"Production"	2000	3078
"New Caledonia"	153	"Industrial Roundwood"	"Export Quantity"	2000	4
"New Caledonia"	153	"Industrial Roundwood"	"Export Value"	2000	0
"New Caledonia"	153	"Industrial Roundwood"	"Import Quantity"	2000	600
"New Caledonia"	153	"Industrial Roundwood"	"Import Value"	2000	78
"New Caledonia"	153	"Industrial Roundwood"	"Production"	2000	12310
"New Caledonia"	153	"Roundwood"	"Export Quantity"	2000	4
"New Caledonia"	153	"Roundwood"	"Export Value"	2000	0
"New Caledonia"	153	"Roundwood"	"Import Quantity"	2000	711
"New Caledonia"	153	"Roundwood"	"Import Value"	2000	82
"New Caledonia"	153	"Roundwood"	"Production"	2000	23026
"New Caledonia"	153	"Wood Fuel"	"Import Quantity"	2000	111
"New Caledonia"	153	"Wood Fuel"	"Import Value"	2000	4
"New Caledonia"	153	"Wood Fuel"	"Production"	2000	10716
"New Zealand"	156	"Industrial Roundwood"	"Export Quantity"	2000	5909000
"New Zealand"	156	"Industrial Roundwood"	"Export Value"	2000	322986
"New Zealand"	156	"Industrial Roundwood"	"Import Quantity"	2000	5200
"New Zealand"	156	"Industrial Roundwood"	"Import Value"	2000	1778
"New Zealand"	156	"Industrial Roundwood"	"Production"	2000	19279000
"New Zealand"	156	"Roundwood"	"Export Quantity"	2000	5909000
"New Zealand"	156	"Roundwood"	"Export Value"	2000	322986
"New Zealand"	156	"Roundwood"	"Import Quantity"	2000	5200
"New Zealand"	156	"Roundwood"	"Import Value"	2000	1778
"New Zealand"	156	"Roundwood"	"Production"	2000	19279000
"New Zealand"	156	"Wood Fuel"	"Import Quantity"	2000	0
"New Zealand"	156	"Wood Fuel"	"Import Value"	2000	0
"New Zealand"	156	"Wood Fuel"	"Production"	2000	0
"Nicaragua"	157	"Industrial Roundwood"	"Export Quantity"	2000	9902
"Nicaragua"	157	"Industrial Roundwood"	"Export Value"	2000	753
"Nicaragua"	157	"Industrial Roundwood"	"Import Quantity"	2000	77
"Nicaragua"	157	"Industrial Roundwood"	"Import Value"	2000	38
"Nicaragua"	157	"Industrial Roundwood"	"Production"	2000	228000
"Nicaragua"	157	"Roundwood"	"Export Quantity"	2000	10210
"Nicaragua"	157	"Roundwood"	"Export Value"	2000	772
"Nicaragua"	157	"Roundwood"	"Import Quantity"	2000	277
"Nicaragua"	157	"Roundwood"	"Import Value"	2000	46
"Nicaragua"	157	"Roundwood"	"Production"	2000	5983725
"Nicaragua"	157	"Wood Fuel"	"Export Quantity"	2000	308
"Nicaragua"	157	"Wood Fuel"	"Export Value"	2000	19
"Nicaragua"	157	"Wood Fuel"	"Import Quantity"	2000	200
"Nicaragua"	157	"Wood Fuel"	"Import Value"	2000	8
"Nicaragua"	157	"Wood Fuel"	"Production"	2000	5755725
"Niger"	158	"Industrial Roundwood"	"Export Quantity"	2000	527
"Niger"	158	"Industrial Roundwood"	"Export Value"	2000	130
"Niger"	158	"Industrial Roundwood"	"Production"	2000	579000
"Niger"	158	"Roundwood"	"Export Quantity"	2000	527
"Niger"	158	"Roundwood"	"Export Value"	2000	130
"Niger"	158	"Roundwood"	"Production"	2000	8384433
"Niger"	158	"Wood Fuel"	"Production"	2000	7805433
"Nigeria"	159	"Industrial Roundwood"	"Export Quantity"	2000	7300
"Nigeria"	159	"Industrial Roundwood"	"Export Value"	2000	1887
"Nigeria"	159	"Industrial Roundwood"	"Import Quantity"	2000	0
"Nigeria"	159	"Industrial Roundwood"	"Import Value"	2000	0
"Nigeria"	159	"Industrial Roundwood"	"Production"	2000	9418000
"Nigeria"	159	"Roundwood"	"Export Quantity"	2000	8360
"Nigeria"	159	"Roundwood"	"Export Value"	2000	1915
"Nigeria"	159	"Roundwood"	"Import Quantity"	2000	0
"Nigeria"	159	"Roundwood"	"Import Value"	2000	0
"Nigeria"	159	"Roundwood"	"Production"	2000	68766652
"Nigeria"	159	"Wood Fuel"	"Export Quantity"	2000	1060
"Nigeria"	159	"Wood Fuel"	"Export Value"	2000	28
"Nigeria"	159	"Wood Fuel"	"Production"	2000	59348652
"Niue"	160	"Industrial Roundwood"	"Export Quantity"	2000	0
"Niue"	160	"Industrial Roundwood"	"Export Value"	2000	0
"Niue"	160	"Industrial Roundwood"	"Import Quantity"	2000	0
"Niue"	160	"Industrial Roundwood"	"Import Value"	2000	0
"Niue"	160	"Roundwood"	"Export Quantity"	2000	0
"Niue"	160	"Roundwood"	"Export Value"	2000	0
"Niue"	160	"Roundwood"	"Import Quantity"	2000	0
"Niue"	160	"Roundwood"	"Import Value"	2000	0
"Niue"	160	"Roundwood"	"Production"	2000	43
"Niue"	160	"Wood Fuel"	"Production"	2000	43
"Norfolk Island"	161	"Industrial Roundwood"	"Import Quantity"	2000	0
"Norfolk Island"	161	"Industrial Roundwood"	"Import Value"	2000	0
"Norfolk Island"	161	"Roundwood"	"Import Quantity"	2000	0
"Norfolk Island"	161	"Roundwood"	"Import Value"	2000	0
"Norfolk Island"	161	"Roundwood"	"Production"	2000	60
"Norfolk Island"	161	"Wood Fuel"	"Production"	2000	60
"Norway"	162	"Industrial Roundwood"	"Export Quantity"	2000	514000
"Norway"	162	"Industrial Roundwood"	"Export Value"	2000	20516
"Norway"	162	"Industrial Roundwood"	"Import Quantity"	2000	3315000
"Norway"	162	"Industrial Roundwood"	"Import Value"	2000	145810
"Norway"	162	"Industrial Roundwood"	"Production"	2000	7477790
"Norway"	162	"Roundwood"	"Export Quantity"	2000	514400
"Norway"	162	"Roundwood"	"Export Value"	2000	20548
"Norway"	162	"Roundwood"	"Import Quantity"	2000	3348000
"Norway"	162	"Roundwood"	"Import Value"	2000	147074
"Norway"	162	"Roundwood"	"Production"	2000	8156265
"Norway"	162	"Wood Fuel"	"Export Quantity"	2000	400
"Norway"	162	"Wood Fuel"	"Export Value"	2000	32
"Norway"	162	"Wood Fuel"	"Import Quantity"	2000	33000
"Norway"	162	"Wood Fuel"	"Import Value"	2000	1264
"Norway"	162	"Wood Fuel"	"Production"	2000	678475
"Oman"	221	"Industrial Roundwood"	"Export Quantity"	2000	0
"Oman"	221	"Industrial Roundwood"	"Export Value"	2000	0
"Oman"	221	"Industrial Roundwood"	"Import Quantity"	2000	4584
"Oman"	221	"Industrial Roundwood"	"Import Value"	2000	1772
"Oman"	221	"Roundwood"	"Export Quantity"	2000	0
"Oman"	221	"Roundwood"	"Export Value"	2000	0
"Oman"	221	"Roundwood"	"Import Quantity"	2000	4584
"Oman"	221	"Roundwood"	"Import Value"	2000	1772
"Oman"	221	"Roundwood"	"Production"	2000	26468
"Oman"	221	"Wood Fuel"	"Export Quantity"	2000	0
"Oman"	221	"Wood Fuel"	"Export Value"	2000	0
"Oman"	221	"Wood Fuel"	"Import Quantity"	2000	0
"Oman"	221	"Wood Fuel"	"Import Value"	2000	0
"Oman"	221	"Wood Fuel"	"Production"	2000	26468
"Pakistan"	165	"Industrial Roundwood"	"Export Quantity"	2000	0
"Pakistan"	165	"Industrial Roundwood"	"Export Value"	2000	0
"Pakistan"	165	"Industrial Roundwood"	"Import Quantity"	2000	354900
"Pakistan"	165	"Industrial Roundwood"	"Import Value"	2000	20052
"Pakistan"	165	"Industrial Roundwood"	"Production"	2000	2680000
"Pakistan"	165	"Roundwood"	"Export Quantity"	2000	0
"Pakistan"	165	"Roundwood"	"Export Value"	2000	0
"Pakistan"	165	"Roundwood"	"Import Quantity"	2000	354900
"Pakistan"	165	"Roundwood"	"Import Value"	2000	20052
"Pakistan"	165	"Roundwood"	"Production"	2000	33560000
"Pakistan"	165	"Wood Fuel"	"Import Quantity"	2000	0
"Pakistan"	165	"Wood Fuel"	"Import Value"	2000	0
"Pakistan"	165	"Wood Fuel"	"Production"	2000	30880000
"Palau"	180	"Industrial Roundwood"	"Import Quantity"	2000	632
"Palau"	180	"Industrial Roundwood"	"Import Value"	2000	41
"Palau"	180	"Roundwood"	"Import Quantity"	2000	632
"Palau"	180	"Roundwood"	"Import Value"	2000	41
"Panama"	166	"Industrial Roundwood"	"Export Quantity"	2000	4000
"Panama"	166	"Industrial Roundwood"	"Export Value"	2000	324
"Panama"	166	"Industrial Roundwood"	"Import Quantity"	2000	1200
"Panama"	166	"Industrial Roundwood"	"Import Value"	2000	319
"Panama"	166	"Industrial Roundwood"	"Production"	2000	47000
"Panama"	166	"Roundwood"	"Export Quantity"	2000	4000
"Panama"	166	"Roundwood"	"Export Value"	2000	324
"Panama"	166	"Roundwood"	"Import Quantity"	2000	1200
"Panama"	166	"Roundwood"	"Import Value"	2000	319
"Panama"	166	"Roundwood"	"Production"	2000	1326654
"Panama"	166	"Wood Fuel"	"Import Quantity"	2000	0
"Panama"	166	"Wood Fuel"	"Import Value"	2000	0
"Panama"	166	"Wood Fuel"	"Production"	2000	1279654
"Papua New Guinea"	168	"Industrial Roundwood"	"Export Quantity"	2000	1997500
"Papua New Guinea"	168	"Industrial Roundwood"	"Export Value"	2000	144104
"Papua New Guinea"	168	"Industrial Roundwood"	"Import Quantity"	2000	0
"Papua New Guinea"	168	"Industrial Roundwood"	"Import Value"	2000	0
"Papua New Guinea"	168	"Industrial Roundwood"	"Production"	2000	2309000
"Papua New Guinea"	168	"Roundwood"	"Export Quantity"	2000	1997500
"Papua New Guinea"	168	"Roundwood"	"Export Value"	2000	144104
"Papua New Guinea"	168	"Roundwood"	"Import Quantity"	2000	0
"Papua New Guinea"	168	"Roundwood"	"Import Value"	2000	0
"Papua New Guinea"	168	"Roundwood"	"Production"	2000	7842000
"Papua New Guinea"	168	"Wood Fuel"	"Import Quantity"	2000	0
"Papua New Guinea"	168	"Wood Fuel"	"Import Value"	2000	0
"Papua New Guinea"	168	"Wood Fuel"	"Production"	2000	5533000
"Paraguay"	169	"Industrial Roundwood"	"Export Quantity"	2000	0
"Paraguay"	169	"Industrial Roundwood"	"Export Value"	2000	0
"Paraguay"	169	"Industrial Roundwood"	"Import Quantity"	2000	300
"Paraguay"	169	"Industrial Roundwood"	"Import Value"	2000	69
"Paraguay"	169	"Industrial Roundwood"	"Production"	2000	4044000
"Paraguay"	169	"Roundwood"	"Export Quantity"	2000	0
"Paraguay"	169	"Roundwood"	"Export Value"	2000	0
"Paraguay"	169	"Roundwood"	"Import Quantity"	2000	300
"Paraguay"	169	"Roundwood"	"Import Value"	2000	69
"Paraguay"	169	"Roundwood"	"Production"	2000	9594923
"Paraguay"	169	"Wood Fuel"	"Export Quantity"	2000	0
"Paraguay"	169	"Wood Fuel"	"Export Value"	2000	0
"Paraguay"	169	"Wood Fuel"	"Production"	2000	5550923
"Peru"	170	"Industrial Roundwood"	"Export Quantity"	2000	0
"Peru"	170	"Industrial Roundwood"	"Export Value"	2000	0
"Peru"	170	"Industrial Roundwood"	"Import Quantity"	2000	1000
"Peru"	170	"Industrial Roundwood"	"Import Value"	2000	102
"Peru"	170	"Industrial Roundwood"	"Production"	2000	1511000
"Peru"	170	"Roundwood"	"Export Quantity"	2000	0
"Peru"	170	"Roundwood"	"Export Value"	2000	0
"Peru"	170	"Roundwood"	"Import Quantity"	2000	1000
"Peru"	170	"Roundwood"	"Import Value"	2000	102
"Peru"	170	"Roundwood"	"Production"	2000	9288000
"Peru"	170	"Wood Fuel"	"Export Quantity"	2000	0
"Peru"	170	"Wood Fuel"	"Export Value"	2000	0
"Peru"	170	"Wood Fuel"	"Import Quantity"	2000	0
"Peru"	170	"Wood Fuel"	"Import Value"	2000	0
"Peru"	170	"Wood Fuel"	"Production"	2000	7777000
"Philippines"	171	"Industrial Roundwood"	"Export Quantity"	2000	100
"Philippines"	171	"Industrial Roundwood"	"Export Value"	2000	15
"Philippines"	171	"Industrial Roundwood"	"Import Quantity"	2000	562400
"Philippines"	171	"Industrial Roundwood"	"Import Value"	2000	46091
"Philippines"	171	"Industrial Roundwood"	"Production"	2000	3079000
"Philippines"	171	"Roundwood"	"Export Quantity"	2000	100
"Philippines"	171	"Roundwood"	"Export Value"	2000	15
"Philippines"	171	"Roundwood"	"Import Quantity"	2000	562400
"Philippines"	171	"Roundwood"	"Import Value"	2000	46091
"Philippines"	171	"Roundwood"	"Production"	2000	16693709
"Philippines"	171	"Wood Fuel"	"Export Quantity"	2000	0
"Philippines"	171	"Wood Fuel"	"Export Value"	2000	0
"Philippines"	171	"Wood Fuel"	"Import Quantity"	2000	0
"Philippines"	171	"Wood Fuel"	"Import Value"	2000	0
"Philippines"	171	"Wood Fuel"	"Production"	2000	13614709
"Poland"	173	"Industrial Roundwood"	"Export Quantity"	2000	322000
"Poland"	173	"Industrial Roundwood"	"Export Value"	2000	22353
"Poland"	173	"Industrial Roundwood"	"Import Quantity"	2000	732300
"Poland"	173	"Industrial Roundwood"	"Import Value"	2000	36285
"Poland"	173	"Industrial Roundwood"	"Production"	2000	24489000
"Poland"	173	"Roundwood"	"Export Quantity"	2000	347200
"Poland"	173	"Roundwood"	"Export Value"	2000	23656
"Poland"	173	"Roundwood"	"Import Quantity"	2000	732400
"Poland"	173	"Roundwood"	"Import Value"	2000	36385
"Poland"	173	"Roundwood"	"Production"	2000	26025000
"Poland"	173	"Wood Fuel"	"Export Quantity"	2000	25200
"Poland"	173	"Wood Fuel"	"Export Value"	2000	1303
"Poland"	173	"Wood Fuel"	"Import Quantity"	2000	100
"Poland"	173	"Wood Fuel"	"Import Value"	2000	100
"Poland"	173	"Wood Fuel"	"Production"	2000	1536000
"Portugal"	174	"Industrial Roundwood"	"Export Quantity"	2000	556923
"Portugal"	174	"Industrial Roundwood"	"Export Value"	2000	27775
"Portugal"	174	"Industrial Roundwood"	"Import Quantity"	2000	1340424
"Portugal"	174	"Industrial Roundwood"	"Import Value"	2000	158830
"Portugal"	174	"Industrial Roundwood"	"Production"	2000	10231000
"Portugal"	174	"Roundwood"	"Export Quantity"	2000	570103
"Portugal"	174	"Roundwood"	"Export Value"	2000	28147
"Portugal"	174	"Roundwood"	"Import Quantity"	2000	1342139
"Portugal"	174	"Roundwood"	"Import Value"	2000	158928
"Portugal"	174	"Roundwood"	"Production"	2000	10831000
"Portugal"	174	"Wood Fuel"	"Export Quantity"	2000	13180
"Portugal"	174	"Wood Fuel"	"Export Value"	2000	372
"Portugal"	174	"Wood Fuel"	"Import Quantity"	2000	1715
"Portugal"	174	"Wood Fuel"	"Import Value"	2000	98
"Portugal"	174	"Wood Fuel"	"Production"	2000	600000
"Qatar"	179	"Industrial Roundwood"	"Import Quantity"	2000	177
"Qatar"	179	"Industrial Roundwood"	"Import Value"	2000	49
"Qatar"	179	"Roundwood"	"Import Quantity"	2000	185
"Qatar"	179	"Roundwood"	"Import Value"	2000	50
"Qatar"	179	"Roundwood"	"Production"	2000	4487
"Qatar"	179	"Wood Fuel"	"Import Quantity"	2000	8
"Qatar"	179	"Wood Fuel"	"Import Value"	2000	1
"Qatar"	179	"Wood Fuel"	"Production"	2000	4487
"Republic of Korea"	117	"Industrial Roundwood"	"Export Quantity"	2000	0
