"ISO3"	"COUNTRY"	"ANDIFF.00.10.rel"	"CROPAREADIF.00.10"	"MEADOWAREADIF.00.10"	"CATT.DIFF.00.10.rel"	"POPDIF.00.10.rel"	"RURPOPDIF.00.10.rel"	"URBPOPDIF.00.10.rel"	"AGRIPOPDIF.00.10.rel"	"BIOENDIFF.00.09.rel"	"FUELSHAREDIF.00.10"	"SOLIDFUELUSE.2010"	"FOREXSHAREDIF.00.10"	"ROAD.CHANGE.00.10.rel"	"GDPGROWTHAV.00.10"	"CPI2012"
"MEX"	"Mexico"	-0.292	0.191083191643165	-1.73082601126055	10.3448275862069	13.468387354942	-0.470970039973087	18.1853478284154	-13.86595537491	-4.99	6.2578510402939	14	0.0023980625558685	1.0468443	2.424115429	34
"MHL"	"Marshall Islands"	0	NA	NA	NA	3.84615384615385	-6.25	8.33333333333333	-14.2857142857143	NA	NA	32	NA	0	2.314775949	NA
"MKD"	"Macedonia, The Former Yugoslav Republic of"	0.4175	10.4239595488137	1.32244262932711	4.54545454545455	2.58835241413639	2.69607843137255	2.43084660519698	-40.5405405405405	-2.82	0.818755912818688	33	-0.00403314204023923	1.80427369	3.0313540563	43
"MLI"	"Mali"	-0.5956	3.97922898910651	0.807134390698199	46.6666666666667	36.0779105799026	21.7912291537986	72.1649484536082	26.3827919227392	NA	0.833308748784205	95	-0.284728704868722	8.2028894	6.3108653247	34
"MLT"	"Malta"	0	25.9375	NA	-31.924882629108	5.03778337531486	-26.6666666666667	7.35694822888283	-42.8571428571429	NA	NA	5	0	-0.0711999	2.1872942379	57
"MMR"	"Myanmar"	-0.8876	16.83023441426	-0.00739010907800997	3.22580645161291	6.68401619289114	-1.95927420597024	29.1349923981756	1.77475482442265	-1.59	-0.339510370789739	92	-6.49146472222352	0.79156546	16.3970853654	15
"MNE"	"Montenegro"	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	28	NA	1.77662495	3.9361629417	41
"MNG"	"Mongolia"	-0.699	0	-10.4200446856049	-33.3333333333333	14.3094151804231	0.673076923076923	24.653537563822	-15.7264957264957	0	8.09863364986106	72	-0.0100728601341757	0	6.6018995635	36
"MNP"	"Northern Mariana Islands"	-0.5146	NA	NA	NA	-10.2941176470588	-28.5714285714286	-9.67741935483871	-22.2222222222222	NA	NA	NA	NA	0	NA	NA
"MOZ"	"Mozambique"	-0.5259	-0.0625484750681778	0	50	28.5149167628152	14.157748711851	60.9380594343	24.3774482372692	-4.49	-0.495639444201686	95	-4.371008136638	1.18956889	7.9073815965	31
"MRT"	"Mauritania"	-2.3659	-0.000970214417386242	0	0	30.9118426031025	27.7427490542245	35.6669820245979	24.9820531227566	NA	0.25528012417422	58	-0.0468891108076982	-1.54983167	4.9462962398	31
"MSR"	"Montserrat"	0	NA	NA	1.23839009287926	20	25	0	0	NA	NA	NA	NA	NA	NA	NA
"MTQ"	"Martinique"	0	-2.09090909090909	-1.27272727272727	-6.9767441860465	5.45454545454545	10	4.33526011560694	-40	NA	-2.75315605694334	NA	NA	NA	NA	NA
"MUS"	"Mauritius"	-0.9561	0	0	-70.3703703703704	8.61204013377926	10.2040816326531	6.66666666666667	-24.6376811594203	NA	8.73015873015873	5	0.00540680145907771	0.11402607	5.0249043563	57
"MWI"	"Malawi"	-0.9251	0.0844024307900066	0	18.75	32.7010419449639	25.511811023622	72.887323943662	23.9552409225851	NA	1.42640351536684	95	0.134362894379519	0	4.6170038562	37
"MYS"	"Malaysia"	-0.5257	0	0	18.1818181818182	21.2940422805894	-11.2209367628889	41.2417309812569	-18.5034664116663	6.05	0.642180558212541	5	-0.725517296029352	0.53997281	5.4731737203	49
"MYT"	"Mayotte"	-1.2308	-14.4385026737968	NA	NA	36.9127516778523	35.6435643564356	41.6666666666667	30.2752293577982	NA	0.782133538862212	NA	NA	NA	NA	NA
"NAM"	"Namibia"	-0.9238	0.00606582634752332	0	0	20.4113924050633	10.4524180967239	41.2052117263844	0.537634408602151	3.63	0	55	0.0728759898111607	1.57100585	4.8740622247	48
"NCL"	"New Caledonia"	0	0.0538213132400431	0.269106566200215	-20	18.3962264150943	24.4186046511628	15.2	-1.2987012987013	NA	-1.97274018758111	NA	0.0251601997090852	0	NA	NA
"NER"	"Niger"	-0.9337	0.0315706393054459	4.56353591160221	46.6666666666667	42.0252700970518	40.4478427089022	50.1131221719457	37.3091297383876	NA	-12.7964250191371	95	-0.0971980305587167	-3.08903041	2.7109699854	33
"NFK"	"Norfolk Island"	0	NA	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
"NGA"	"Nigeria"	-3.1179	0.595386297454994	-2.38154518981998	0	28.0817210908003	11.8465281782253	50.0370814079525	-4.2010064911385	0.23	0.728985410421629	74	0.0293782269863283	0	6.9794174364	27
"NIC"	"Nicaragua"	-1.8353	-0.0307692307692307	0.561538461538465	12.5	14.0717382735514	7.53156290814105	19.4814548073461	-21.1827007943513	-9.21	0.603254299771365	54	-0.163498241955562	1.55082517	3.4373214833	29
"NIU"	"Niue"	-0.5102	0.76923076923077	0	0	-50	0	0	-100	NA	0	5	NA	NA	NA	NA
"NLD"	"Netherlands"	0.1389	20.9992776306285	-0.402118950156513	0	4.72798335749858	-22.6358695652174	12.9935155544611	-23.0188679245283	18.21	11.4376937654203	5	0.0076076336888267	0	1.7423067324	84
"NOR"	"Norway"	0.8214	1.06856084002471	1.52872143298332	-8.42105263157894	8.72856824760632	-6.42458100558659	13.4913666959321	-19.7368421052632	-4.56	11.9883117115045	NA	0.0279220738450422	0.60185627	1.8027786383	85
"NPL"	"Nepal"	-0.6769	15.8921049055578	0.2106264438103	13.2	22.7777550100406	15.4239454622923	70.2471772963076	22.4420700874994	-1.08	-0.154474771176893	82	0.0191418941881188	-5.7e-07	4.5412039814	27
"NRU"	"Nauru"	0	0	NA	NA	0	NA	0	-33.3333333333333	NA	NA	5	NA	NA	NA	NA
"NZL"	"New Zealand"	0.0036	0.0784430914048784	-11.2995405476075	48.2758620689655	13.2192846034215	9.04159132007233	13.9183055975794	-0.884955752212389	-16.27	0	5	1.37684130866389	0.52864645	2.5762163263	90
"OMN"	"Oman"	0	0.0252019386106624	2.32827140549273	-32.1428571428572	22.8798586572438	16.4596273291925	25.4320987654321	-1.34969325153374	NA	0	5	0.00201641674050031	4.8639678	5.2916835371	47
"PAK"	"Pakistan"	-2.0274	0.243687978897124	0	45.1807228915663	20.1152765668895	15.1607662137409	30.1094128455692	8.3383226974693	-1.87	-1.1720362788779	64	0.00112080908393044	2.57343915	4.9864418382	27
"PAN"	"Panama"	-0.3503	0.503177966101695	0	21.6666666666667	18.978349120433	-12.3639960435213	35.2699228791774	-8.06451612903226	-18.7	-9.95329504585335	18	0.24061029880408	1.95706405	6.6091320822	38
"PCN"	"Pitcairn"	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PER"	"Peru"	-0.1764	0.182848072703506	0.0778076905121292	13.0434782608696	12.431366483644	-3.74354561101549	18.4012705134992	-5.18579011841568	-4.36	0.710190413605204	36	0.0012782250629948	0.67514266	5.9779208025	38
"PHL"	"Philippines"	0.77	1.5	0	0	20.6325184322856	18.5157551791887	22.9266057518665	2.43446920052425	-3.66	-3.88086819660819	50	0.0109455434897681	4.2105223	5.2148301897	34
"PLW"	"Palau"	0.1809	0	0	NA	5.26315789473684	-50	30.7692307692308	0	NA	NA	5	NA	0	-0.1092430631	NA
"PNG"	"Papua New Guinea"	-0.4669	0.172845907873131	0.0216057384841414	-11.1111111111111	27.4958170663692	28.4857571214393	20.9859154929577	18.5969084423306	NA	-15.2757328401888	73	4.50133337961976	0	3.5196696015	25
"POL"	"Poland"	0.3069	33.685119447376	-2.55524641018261	18.1818181818182	-0.0652707430421388	1.90943807965085	-1.29447100131139	-22.1733149931224	-0.37	5.72672917220168	5	0.0478166934428676	0.23182668	4.328674548	58
"PRI"	"Puerto Rico"	1.8966	NA	NA	25.7861635220126	-1.70424750917672	-77.4509803921569	2.57617728531856	-49.0909090909091	NA	NA	NA	NA	0.26490298	0.5211435234	63
"PRK"	"Korea, Democratic People's Republic of"	-1.8275	0.0414800066368011	0	0	6.342273084651	4.24020662935859	7.77826790177915	-17.6325344952796	-7.49	1.38437204204034	91	NA	-12.87094404	NA	8
"PRT"	"Portugal"	0.1053	-0.618758141554493	4.30959617889709	5.40540540540541	3.28947368421053	-10.9908762995969	15.2409745687355	-26.4607118871726	-6.82	0.679018737726008	5	0.157957032857331	0	1.0754021422	63
"PRY"	"Paraguay"	-0.9221	0	-0.528580208973572	22.9166666666667	20.7896706586826	4.10557184750733	34.2238755495435	3.1533939070016	11.34	4.06774193336521	49	0.0820070655373139	3.40136054	3.2017479687	25
"PSE"	"Palestinian Territory, Occupied"	0.0991	NA	NA	83.3333333333333	26.2582056892779	16.3879598662207	30.1042571676803	-15.2631578947368	NA	NA	NA	NA	0	-2.8139163295	NA
"PYF"	"French Polynesia"	4.7619	0.5	0	-38.4615384615385	13.8655462184874	15.929203539823	12.0967741935484	-10.9756097560976	NA	-18.4604024367731	NA	-0.0475205031619473	0	NA	NA
"QAT"	"Qatar"	0	-0.0909090909090909	0	-22.7272727272727	197.631133671743	143.333333333333	200.356506238859	62.5	NA	0	5	NA	0	13.8132307451	68
"REU"	"Reunion"	0.1149	11.6334661354582	0.916334661354581	10.9090909090909	14.4790257104195	-32	19.7289156626506	-45.8333333333333	NA	0	NA	NA	NA	NA	NA
"ROU"	"Romania"	0.3252	28.9106086664709	1.88346826628634	-14.2857142857143	-3.18132660418169	-12.3693546840541	4.96471988438324	-41.5314730694354	8.53	-3.50971074663873	17	-0.771256190997874	1.33146579	4.332451713	44
"RUS"	"Russian Federation"	-0.0022	3.72207899760443	0.0629304536607274	-23.0769230769231	-2.58929666525845	-1.92017590959065	-2.8324059193475	-25.5786887365835	-27.3	-10.838090048613	5	-1.70262540508856	0	5.8328074184	28
"RWA"	"Rwanda"	2.6453	0	-2.65755504935459	59.0909090909091	31.1928871326253	23.456966919662	79.6412556053812	29.0822569680489	NA	-12.1022713122556	95	-0.600701033520026	0	8.8657007305	53
"SAU"	"Saudi Arabia"	0	0.281	0	0	36.93190321776	21.7821782178218	40.7472197925778	-30.9324124321658	NA	0	5	0.00106313918562917	-6.38327256	3.7924748883	44
"SDN"	"Sudan"	-0.0769	7.25952885494112	0.798943255873347	10.7142857142857	27.3897273897274	14.5831503118686	52.9288153401629	7.76950780312125	-1.62	1.1530553647677	79	0.10999403599614	0	6.9520297833	13
"SEN"	"Senegal"	-0.4776	15.2501016673444	-0.254168361122407	2.94117647058822	30.8015989901115	26.3269264679951	37.3924380704042	25.0214715144575	-1.67	0.761777734572348	51	0.0308415797368047	1.93799198	4.3867856637	36
"SGP"	"Singapore"	0	-0.143061516452074	NA	58.8235294117647	29.7780045930084	NA	29.7780045930084	-50	0	NA	5	-0.00683754734096871	0	6.5666644009	87
"SHN"	"Saint Helena, Ascension and Tristan da Cunha"	0	NA	0	NA	-20	-33.3333333333333	0	-33.3333333333333	NA	NA	NA	NA	NA	NA	NA
"SJM"	"Svalbard and Jan Mayen"	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SLB"	"Solomon Islands"	-0.2425	0.346020761245675	0.0346020761245674	-5.88235294117648	31.5403422982885	26.9565217391304	56.25	24.2320819112628	NA	-11.5055209208822	90	NA	0	1.9483583375	NA
"SLE"	"Sierra Leone"	-0.6708	0.209088374686368	0	114.285714285714	41.6364952932658	35.2919161676647	53.1611148878314	30.8320950965825	NA	0.0884761724051089	95	4.13947352225882	0.63092048	7.1122673501	31
"SLV"	"El Salvador"	-1.3554	17.6967680608365	11.7395437262357	17.1428571428571	4.25925925925926	-9.42236788201557	13.7714285714286	-14.6842105263158	-13.95	-0.782070473542205	22	0.147313662070921	9.00609124	2.1007910516	38
"SMR"	"San Marino"	0	NA	NA	NA	18.5185185185185	0	20	0	NA	NA	5	NA	0	3.510437448	NA
"SOM"	"Somalia"	-1.022	0.00784116927516231	0	-8.33333333333333	26.1116367076632	18.1818181818182	42.0325203252033	17.9383429672447	NA	0.369816842788865	95	NA	0	NA	8
"SPM"	"Saint Pierre and Miquelon"	-0.9375	NA	NA	0	0	0	-16.6666666666667	NA	NA	NA	NA	NA	NA	NA	NA
"SRB"	"Serbia"	1.0285	NA	NA	NA	NA	NA	NA	NA	-47.99	NA	32	NA	0.09528406	4.2023578717	39
"STP"	"Sao Tome and Principe"	0	-3.125	0	25	17.0212765957447	-6.06060606060606	37.3333333333333	7.95454545454545	NA	1.15197544612816	71	-0.984636138477462	0	4.9515725654	42
"SUR"	"Suriname"	-0.0122	-0.0244992956452502	-0.0244992956452502	-40	12.4197002141328	-1.82926829268293	20.1320132013201	0	NA	-2.92402771964681	12	0.140970216074152	0.31949099	4.8743369355	37
"SVK"	"Slovakia"	0.0625	26.3104221904956	-5.47827860493576	-11.1111111111111	1.05457909343201	3.97295012679628	-1.21750575847318	-21.9758064516129	231.56	0.817336778182257	5	-0.179991882690204	0.01148831	4.909789856	46
"SVN"	"Slovenia"	0.1622	7.00542673902319	-0.197335964479526	7.69230769230769	2.26700251889169	4.80572597137014	-0.297619047619048	-65.7894736842105	-8.84	13.8701193321403	5	0.340735048200891	0	3.1313871408	61
"SWE"	"Sweden"	0.2972	0.013324746274623	0.0088831641830821	-5.66037735849057	5.86907449209932	1.5547703180212	6.68905305574211	-23.8853503184713	11.81	-1.14894995033105	5	0.00157745333290707	-4.00884849	2.6009172435	88
"SWZ"	"Swaziland"	0.8687	0.11520737327189	0	6.25000000000001	11.4661654135338	13.3657351154313	5.39419087136929	-9.28381962864722	NA	3.47161298410174	55	NA	0	2.4599923667	37
"SYC"	"Seychelles"	0	-2.17391304347826	NA	-42.1052631578947	10.126582278481	0	20	3.2258064516129	NA	-9.39275818344057	5	-0.0463619811458053	0.07423921	2.6481740486	52
"SYR"	"Syrian Arab Republic"	1.3657	21.5088022464629	-0.793822227022353	0	27.6565138532741	17.5842769751399	36.9732723332531	7.08661417322835	118.08	9.83072628989734	5	0.00557528586915819	-0.51144369	5.1897341234	26
"TCA"	"Turks and Caicos Islands"	0	NA	NA	NA	100	0	125	100	NA	0	NA	-0.019560303086808	0	NA	NA
"TCD"	"Chad"	-0.643	0.00155763239875389	0	25	36.5482850887862	28.984126984127	61.3943808532778	18.9607874778118	NA	1.73240312188184	88	NA	0	9.2004330465	19
"TGO"	"Togo"	-4.0947	1.40869871456242	0	0	25.7405089695453	12.0276043378245	49.571673329526	12.5874125874126	0.12	1.65458847653873	94	NA	-5.67051614	2.0771792164	30
"THA"	"Thailand"	-0.0168	2.18272528843156	0	21.875	9.44818304172274	4.96941544405096	19.3553307234735	-8.10915675116399	0.55	-7.71680628383542	26	0.00385377093119096	0	4.8143921811	37
"TJK"	"Tajikistan"	0	0.196422307962118	1.31883549631708	69.5652173913043	11.4369026405313	11.6791538122521	10.7033639143731	-9.88066825775656	0	NA	34	NA	0	9.0839651703	22
"TKL"	"Tokelau"	0	NA	NA	NA	-50	-50	NA	-100	NA	NA	NA	NA	NA	NA	NA
"TKM"	"Turkmenistan"	0	0	0	75	12.019551210842	4.34426229508197	21.0475266731329	-0.465425531914894	0	0	5	NA	0	8.2765346603	17
"TLS"	"Timor-Leste"	-1.3115	-0.47074646940148	0	9.23076923076922	35.421686746988	28.4578696343402	57.2139303482587	32.7893175074184	NA	0	92	NA	0	5.6178315202	33
"TON"	"Tonga"	0	0	0	-5.26315789473685	6.12244897959184	6.66666666666667	4.34782608695652	-17.6470588235294	NA	-7.94802681595134	43	0.360149127015357	0	1.6689193593	NA
"TTO"	"Trinidad and Tobago"	-0.3082	-0.584795321637428	0	33.9622641509434	3.79256965944272	0.260416666666667	32.8571428571429	-20	0	7.46926390784532	5	0.0108362295861407	0	6.2838447703	39
"TUN"	"Tunisia"	2.0191	13.391601980319	1.77861988875985	-12.5	10.8396785109983	-0.838635049161365	17.5725241747249	-4.39414114513981	-0.36	0.19054431331358	5	0.0036404434039173	1.05917489	4.9474890362	41
"TUR"	"Turkey"	1.1709	22.4526519985706	0.659809076522539	0	14.339598918715	-1.57789168709606	23.0087636248877	-14.1484249866524	-27.22	-10.7709444731	5	-0.00543746382057114	0.50718838	4.5525812516	49
"TUV"	"Tuvalu"	0	-6.66666666666666	NA	NA	11.1111111111111	0	25	0	NA	NA	19	NA	0	1.0010704993	NA
"TZA"	"Tanzania, United Republic of"	-1.0768	0.316689538688905	0	6.12244897959184	31.738057465186	24.8288901493666	55.7808796418225	23.3333333333333	0.09	0.816129375085126	94	-0.231389362092344	9.52903075	7.4782318832	35
"UGA"	"Uganda"	-2.2771	0.414868901427148	0	14.5833333333333	38.0456779416016	36.1377301766253	51.9316239316239	28.2997178388546	NA	-0.839858832349705	95	NA	0	7.7758377529	29
"UKR"	"Ukraine"	0.205	51.3246624140502	-0.0281666804738609	-53.8461538461539	-7.04409719381494	-11.6852393699807	-4.77031802120141	-33.0593372720267	119.92	12.1657614023529	5	0.403466998542154	0.12340787	4.8849518982	26
"URY"	"Uruguay"	2.3513	7.46793780501646	-3.62614913176712	18.8405797101449	1.50647785477553	-12.1527777777778	2.77136258660508	-8.71934604904632	70.87	-27.9628154766596	5	-2.22772505409001	0	2.7406326714	72
"USA"	"United States"	0.1275	-0.0103820166859772	1.26338761051657	-4.16666666666666	9.87199818758496	-6.92702249758773	14.3136561589451	-18.0124223602484	5.19	2.63638223030381	NA	-0.0802661152934879	6.06979235	1.9492872309	73
"UZB"	"Uzbekistan"	0.1977	0.0111756817165846	-1.11756817165848	68.4210526315789	10.7725217952858	12.8693071861695	7.27919767065675	-14.1981613891726	-40	-9.7116493656286	11	NA	0	7.3312378973	17
"VAT"	"Holy See (Vatican City State)"	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"VCT"	"Saint Vincent and the Grenadines"	0.2692	0	0	-13.3333333333333	0.925925925925926	-6.77966101694915	10.2040816326531	-12	NA	0	5	NA	0.97093451	2.7853439641	62
"VEN"	"Venezuela, Bolivarian Republic of"	-0.5851	-0.164464667507264	0	14.0845070422535	19.0241498275012	-21.7709179528838	23.6132687562826	-22.2270363951473	-28.05	-1.75660799723312	5	-0.00150819128476135	0	3.5021110965	19
"VGB"	"Virgin Islands, British"	-0.0817	0	0	0	15	16.6666666666667	25	0	NA	0	NA	NA	NA	NA	NA
"VIR"	"Virgin Islands, U.S."	-0.7668	0	-5.77533930118394	79.8245614035088	0	-37.5	2.97029702970297	-13.0434782608696	NA	NA	NA	NA	0	NA	NA
"VNM"	"Viet Nam"	1.7672	24.7297461435686	0.133608648123406	1.25	11.5416846542573	2.83999192897498	38.3749870372291	4.59952119738355	-4.22	-10.2078553335397	56	-0.0535610139374732	2.73944026	7.9674929958	31
"VUT"	"Vanuatu"	0	0.983606557377049	0	7.49999999999999	29.7297297297297	22.7586206896552	52.5	7.35294117647059	NA	7.00493938033227	84	-0.0631252240865573	0	3.5131558414	NA
"WLF"	"Wallis and Futuna"	0.0515	0	NA	0	0	0	NA	-20	NA	NA	NA	NA	NA	NA	NA
"WSM"	"Samoa"	0	-3.16901408450704	0.704225352112676	48.2758620689655	3.38983050847458	5.79710144927536	-5.12820512820513	-18.0327868852459	NA	12.8343274677151	53	NA	0	3.5079539796	NA
"YEM"	"Yemen"	0	2.53234085269996	0.0340928461844356	40	35.7163008520002	25.5203550658096	64.3394199785177	10.0082420817144	0	0	33	0	0	4.8969341491	23
"ZAF"	"South Africa"	0	10.1780836525605	0.0164056796462972	0	12.0040214477212	-0.497512437810945	21.4773798303487	-20.9482341557813	-0.56	2.63493586844804	15	-0.136271526979464	-14.77832568	3.9547895093	43
"ZMB"	"Zambia"	-0.3258	0.00398612827360784	0.465048298587583	8.33333333333334	28.2983728680651	26.5373628025861	31.6338028169014	17.368495675599	-0.84	-6.04326182154165	83	0.00319231111053997	0	5.9810249605	37
"ZWE"	"Zimbabwe"	-1.7307	0	1.89374552154775	-24.390243902439	0.495643136941402	-6.33522384457584	13.8763911910964	-10.0279613624809	-0.74	5.14108553293072	66	0.0136907894004018	0	-5.1783482267	20
